,ligne,N_dpt,Date,Type,N_ref,Nom,Organisme,Commune,Analysé,G_session,Espèce,Lignée,Sexe,Génotype,IQ
3425,"83 25/09/2019 F F8319101 LOUIS Particulier VERIGNON OUI 17/02/2020 Canis lupus Italo-alpine NI NA 0,13",83,25/09/2019,F,F8319101,LOUIS,Particulier,VERIGNON,OUI,17/02/2020,Canis lupus,Italo-alpine,NI,NA,"0,13"
3426,"83 25/09/2019 F F8319102 DOUSSIERE PNRV BAUDUEN OUI 14/11/2019 Canis lupus Italo-alpine XX NA 0,04",83,25/09/2019,F,F8319102,DOUSSIERE,PNRV,BAUDUEN,OUI,14/11/2019,Canis lupus,Italo-alpine,XX,NA,"0,04"
3427,83 28/09/2019 F F8319132 POMPERMEIER ONF LES SALLES SUR VERDON OUI 10/06/2020 Impossible NA,83,28/09/2019,F,F8319132,POMPERMEIER,ONF,LES SALLES SUR VERDON,OUI,10/06/2020,Impossible NA,,,,
3428,"83 29/09/2019 F F8319133 ORSINI MNHN COLLOBRIERES OUI 10/06/2020 Canis lupus NA XY S57-30 0,96",83,29/09/2019,F,F8319133,ORSINI,MNHN,COLLOBRIERES,OUI,10/06/2020,Canis lupus,NA,XY,S57-30,"0,96"
3429,"83 29/09/2019 F F8319134 ORSINI MNHN COLLOBRIERES OUI 10/06/2020 Canis lupus Italo-alpine XY NA 0,49",83,29/09/2019,F,F8319134,ORSINI,MNHN,COLLOBRIERES,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,NA,"0,49"
3430,"83 10/10/2019 F F8319106 POMPERMEIER ONF AUPS OUI 17/02/2020 Canis lupus Italo-alpine XX S64-30 0,64",83,10/10/2019,F,F8319106,POMPERMEIER,ONF,AUPS,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S64-30,"0,64"
3431,"83 10/10/2019 F F8319105 POMPERMEIER ONF AUPS OUI 17/02/2020 Impossible NA XY NA 0,22",83,10/10/2019,F,F8319105,POMPERMEIER,ONF,AUPS,OUI,17/02/2020,Impossible NA,XY,NA,0,"0,22"
3432,"83 14/10/2019 F F8319135 ORSINI MNHN COLLOBRIERES OUI 10/06/2020 Canis lupus Italo-alpine XY S57-30 0,65",83,14/10/2019,F,F8319135,ORSINI,MNHN,COLLOBRIERES,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,S57-30,"0,65"
3433,"83 14/10/2019 F F8319136 ORSINI MNHN COLLOBRIERES OUI 10/06/2020 Canis lupus Italo-alpine XX S69-48 0,69",83,14/10/2019,F,F8319136,ORSINI,MNHN,COLLOBRIERES,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-48,"0,69"
3434,"83 24/10/2019 F F8319138 PULLINO OFB RIANS OUI 13/09/2020 Canis lupus Italo-alpine XX NA 0,22",83,24/10/2019,F,F8319138,PULLINO,OFB,RIANS,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,NA,"0,22"
3435,"83 24/10/2019 F F8319137 PULLINO OFB RIANS OUI 13/09/2020 Canis lupus Italo-alpine XX S70-101 0,95",83,24/10/2019,F,F8319137,PULLINO,OFB,RIANS,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,S70-101,"0,95"
3436,"83 29/10/2019 F F8319139 ORSINI MNHN COLLOBRIERES OUI 10/06/2020 Impossible NA NI NA 0,22",83,29/10/2019,F,F8319139,ORSINI,MNHN,COLLOBRIERES,OUI,10/06/2020,Impossible NA,NI,NA,0,"0,22"
3437,"83 01/11/2019 F F8319107 POMPERMEIER ONF BAUDUEN OUI 17/02/2020 Canis lupus Italo-alpine XX S55-25 0,55",83,01/11/2019,F,F8319107,POMPERMEIER,ONF,BAUDUEN,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S55-25,"0,55"
3438,"83 01/11/2019 F F8319109 POMPERMEIER ONF BAUDUEN OUI 17/02/2020 Canis lupus Italo-alpine XX NA 0,23",83,01/11/2019,F,F8319109,POMPERMEIER,ONF,BAUDUEN,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,NA,"0,23"
3439,"83 01/11/2019 F F8319111 POMPERMEIER ONF BAUDUEN OUI 17/02/2020 Canis lupus Italo-alpine XY S58-59 0,58",83,01/11/2019,F,F8319111,POMPERMEIER,ONF,BAUDUEN,OUI,17/02/2020,Canis lupus,Italo-alpine,XY,S58-59,"0,58"
3440,83 01/11/2019 F F8319112 KRAMMER PNM LE REVEST LES EAUX OUI 08/04/2021,83,01/11/2019,F,F8319112,KRAMMER,PNM,LE REVEST LES EAUX,OUI,08/04/2021,,,,,
3441,"83 01/11/2019 F F8319108 POMPERMEIER ONF BAUDUEN OUI 17/02/2020 Canis lupus Italo-alpine XX S64-30 0,94",83,01/11/2019,F,F8319108,POMPERMEIER,ONF,BAUDUEN,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S64-30,"0,94"
3442,"83 01/11/2019 F F8319110 POMPERMEIER ONF BAUDUEN OUI 17/02/2020 Canis lupus Italo-alpine XY S58-59 0,71",83,01/11/2019,F,F8319110,POMPERMEIER,ONF,BAUDUEN,OUI,17/02/2020,Canis lupus,Italo-alpine,XY,S58-59,"0,71"
3443,"83 16/11/2019 F F8319141 PHILIBERT FDC PLAN D AUPS STE BAUME OUI 13/09/2020 Canis lupus NA XY S58-02 0,93",83,16/11/2019,F,F8319141,PHILIBERT,FDC,PLAN D AUPS STE BAUME,OUI,13/09/2020,Canis lupus,NA,XY,S58-02,"0,93"
3444,"83 17/11/2019 F F8319142 ORSINI MNHN MONTFERRAT OUI 10/06/2020 Canis familiaris NA XX NA 0,15",83,17/11/2019,F,F8319142,ORSINI,MNHN,MONTFERRAT,OUI,10/06/2020,Canis familiaris,NA,XX,NA,"0,15"
3445,"83 19/11/2019 F F8319143 ROA ONF PONTEVES OUI 13/09/2020 Canis lupus NA XX S69-10 0,79",83,19/11/2019,F,F8319143,ROA,ONF,PONTEVES,OUI,13/09/2020,Canis lupus,NA,XX,S69-10,"0,79"
3446,"83 22/11/2019 F F8319144 PHILIBERT FDC PLAN D AUPS STE BAUME OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,14",83,22/11/2019,F,F8319144,PHILIBERT,FDC,PLAN D AUPS STE BAUME,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,"0,14"
3447,"83 25/11/2019 F F8319145 PHILIBERT FDC BARJOLS OUI 10/06/2020 Canis lupus Italo-alpine XX S69-10 0,97",83,25/11/2019,F,F8319145,PHILIBERT,FDC,BARJOLS,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-10,"0,97"
3448,"83 28/11/2019 F F8319113 POULARD CD MAZAUGUES OUI 10/06/2020 Canis lupus Italo-alpine XY NA 0,46",83,28/11/2019,F,F8319113,POULARD,CD,MAZAUGUES,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,NA,"0,46"
3449,83 28/11/2019 F F8319114 POULARD CD MAZAUGUES OUI 10/06/2020 Impossible NA,83,28/11/2019,F,F8319114,POULARD,CD,MAZAUGUES,OUI,10/06/2020,Impossible NA,,,,
3450,"83 28/11/2019 F F8319115 POULARD CD PLAN D AUPS STE BAUME OUI 10/06/2020 Canis lupus Italo-alpine NI NA 0,13",83,28/11/2019,F,F8319115,POULARD,CD,PLAN D AUPS STE BAUME,OUI,10/06/2020,Canis lupus,Italo-alpine,NI,NA,"0,13"
3451,83 28/11/2019 F F8319116 POULARD CD PLAN D AUPS STE BAUME OUI 10/06/2020 Impossible NA,83,28/11/2019,F,F8319116,POULARD,CD,PLAN D AUPS STE BAUME,OUI,10/06/2020,Impossible NA,,,,
3452,83 29/11/2019 F F8319125 RODA PNPC MAZAUGUES OUI 10/06/2020 Impossible NA,83,29/11/2019,F,F8319125,RODA,PNPC,MAZAUGUES,OUI,10/06/2020,Impossible NA,,,,
3453,"83 29/11/2019 F F8319126 RODA PNPC MAZAUGUES OUI 10/06/2020 Canis lupus Italo-alpine NI NA 0,00",83,29/11/2019,F,F8319126,RODA,PNPC,MAZAUGUES,OUI,10/06/2020,Canis lupus,Italo-alpine,NI,NA,0
3454,"83 03/12/2019 F F8319146 PHILIBERT FDC PIERREFEU DU VAR OUI 10/06/2020 Canis lupus Italo-alpine NI NA 0,00",83,03/12/2019,F,F8319146,PHILIBERT,FDC,PIERREFEU DU VAR,OUI,10/06/2020,Canis lupus,Italo-alpine,NI,NA,0
3455,"83 08/12/2019 F F8319147 PHILIBERT FDC CHATEAUVERT OUI 10/06/2020 Canis lupus Italo-alpine XX NA 0,13",83,08/12/2019,F,F8319147,PHILIBERT,FDC,CHATEAUVERT,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,NA,"0,13"
3456,83 10/12/2019 F F8319148 PHILIBERT FDC ST CYR SUR MER OUI 10/06/2020 Impossible NA,83,10/12/2019,F,F8319148,PHILIBERT,FDC,ST CYR SUR MER,OUI,10/06/2020,Impossible NA,,,,
3457,"83 11/12/2019 F F8319124 RODA PNPC PLAN D AUPS STE BAUME OUI 10/06/2020 Canis lupus Italo-alpine XY S58-02 0,76",83,11/12/2019,F,F8319124,RODA,PNPC,PLAN D AUPS STE BAUME,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,S58-02,"0,76"
3458,83 11/12/2019 F F8319123 RODA PNPC PLAN D AUPS STE BAUME OUI 10/06/2020 Impossible NA,83,11/12/2019,F,F8319123,RODA,PNPC,PLAN D AUPS STE BAUME,OUI,10/06/2020,Impossible NA,,,,
3459,"83 11/12/2019 F F8319122 RODA PNPC PLAN D AUPS STE BAUME OUI 10/06/2020 Canis lupus Italo-alpine XX S69-09 0,73",83,11/12/2019,F,F8319122,RODA,PNPC,PLAN D AUPS STE BAUME,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-09,"0,73"
3460,"83 11/12/2019 F F8319121 RODA PNPC PLAN D AUPS STE BAUME OUI 10/06/2020 Canis lupus Italo-alpine NI NA 0,00",83,11/12/2019,F,F8319121,RODA,PNPC,PLAN D AUPS STE BAUME,OUI,10/06/2020,Canis lupus,Italo-alpine,NI,NA,0
3461,"83 11/12/2019 F F8319120 RODA PNPC PLAN D AUPS STE BAUME OUI 10/06/2020 Canis lupus Italo-alpine NI NA 0,26",83,11/12/2019,F,F8319120,RODA,PNPC,PLAN D AUPS STE BAUME,OUI,10/06/2020,Canis lupus,Italo-alpine,NI,NA,"0,26"
3462,"83 11/12/2019 F F8319117 RODA PNPC PLAN D AUPS STE BAUME OUI 10/06/2020 Canis lupus Italo-alpine XX S69-09 0,99",83,11/12/2019,F,F8319117,RODA,PNPC,PLAN D AUPS STE BAUME,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-09,"0,99"
3463,"83 11/12/2019 F F8319118 RODA PNPC PLAN D AUPS STE BAUME OUI 10/06/2020 Canis lupus Italo-alpine XX S69-09 0,97",83,11/12/2019,F,F8319118,RODA,PNPC,PLAN D AUPS STE BAUME,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-09,"0,97"
3464,"83 11/12/2019 F F8319119 RODA PNPC PLAN D AUPS STE BAUME OUI 10/06/2020 Canis lupus Italo-alpine XY S58-02 0,76",83,11/12/2019,F,F8319119,RODA,PNPC,PLAN D AUPS STE BAUME,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,S58-02,"0,76"
3465,"83 12/12/2019 F F8319149 PHILIBERT FDC CHATEAUVERT OUI 10/06/2020 Canis lupus Italo-alpine XX S69-10 0,63",83,12/12/2019,F,F8319149,PHILIBERT,FDC,CHATEAUVERT,OUI,10/06/2020,Canis lupus,Italo-alpine,XX,S69-10,"0,63"
3466,"83 16/12/2019 F F8319128 RODA PNPC SIGNES OUI 10/06/2020 Canis lupus Italo-alpine NI NA 0,00",83,16/12/2019,F,F8319128,RODA,PNPC,SIGNES,OUI,10/06/2020,Canis lupus,Italo-alpine,NI,NA,0
3467,83 16/12/2019 F F8319127 RODA PNPC SIGNES OUI 10/06/2020 Impossible NA,83,16/12/2019,F,F8319127,RODA,PNPC,SIGNES,OUI,10/06/2020,Impossible NA,,,,
3468,83 23/12/2019 F F8319150 BIRCHER Particulier SIGNES OUI 10/06/2020 Vulpes vulpes,83,23/12/2019,F,F8319150,BIRCHER,Particulier,SIGNES,OUI,10/06/2020,Vulpes vulpes,,,,
3469,83 29/12/2019 F F8319151 BIRCHER Particulier SIGNES OUI 10/06/2020 Vulpes vulpes,83,29/12/2019,F,F8319151,BIRCHER,Particulier,SIGNES,OUI,10/06/2020,Vulpes vulpes,,,,
3470,83 29/12/2019 F F8319152 BIRCHER Particulier SIGNES OUI 10/06/2020 Vulpes vulpes,83,29/12/2019,F,F8319152,BIRCHER,Particulier,SIGNES,OUI,10/06/2020,Vulpes vulpes,,,,
3471,"83 02/01/2020 F F8320001 POMPERMEIER ONF BAUDINARD SUR VERDON OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,00",83,02/01/2020,F,F8320001,POMPERMEIER,ONF,BAUDINARD SUR VERDON,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,0
3472,"83 09/01/2020 F F8320002 PHILIBERT FDC CHATEAUVERT OUI 10/06/2020 Canis lupus Italo-alpine NI NA 0,31",83,09/01/2020,F,F8320002,PHILIBERT,FDC,CHATEAUVERT,OUI,10/06/2020,Canis lupus,Italo-alpine,NI,NA,"0,31"
3473,83 09/01/2020 F F8320061 FRANCHI OFB LE CASTELLET OUI 26/10/2020 Vulpes vulpes,83,09/01/2020,F,F8320061,FRANCHI,OFB,LE CASTELLET,OUI,26/10/2020,Vulpes vulpes,,,,
3474,"83 14/01/2020 F F8320005 ROA ONF PONTEVES OUI 10/06/2020 Canis lupus Italo-alpine XY S69-02 0,79",83,14/01/2020,F,F8320005,ROA,ONF,PONTEVES,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,S69-02,"0,79"
3475,"83 14/01/2020 F F8320004 ROA ONF PONTEVES OUI 10/06/2020 Canis lupus Italo-alpine XY S69-02 0,73",83,14/01/2020,F,F8320004,ROA,ONF,PONTEVES,OUI,10/06/2020,Canis lupus,Italo-alpine,XY,S69-02,"0,73"
3476,83 14/01/2020 F F8320003 ROA ONF PONTEVES OUI 10/06/2020 Vulpes vulpes,83,14/01/2020,F,F8320003,ROA,ONF,PONTEVES,OUI,10/06/2020,Vulpes vulpes,,,,
3477,"83 15/01/2020 F F8320029 PULLINO OFB BAUDUEN OUI 13/09/2020 Canis lupus Italo-alpine XY S66-38 0,95",83,15/01/2020,F,F8320029,PULLINO,OFB,BAUDUEN,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,S66-38,"0,95"
3478,"83 15/01/2020 F F8320028 PULLINO OFB BAUDUEN OUI 13/09/2020 Canis lupus Italo-alpine NI S66-38 0,67",83,15/01/2020,F,F8320028,PULLINO,OFB,BAUDUEN,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,S66-38,"0,67"
3479,"83 15/01/2020 F F8320027 PULLINO OFB BAUDUEN OUI 13/09/2020 Canis lupus Italo-alpine XY S66-38 0,88",83,15/01/2020,F,F8320027,PULLINO,OFB,BAUDUEN,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,S66-38,"0,88"
3480,"83 15/01/2020 F F8320026 PULLINO OFB BAUDUEN OUI 13/09/2020 Canis lupus Italo-alpine XY S66-38 0,99",83,15/01/2020,F,F8320026,PULLINO,OFB,BAUDUEN,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,S66-38,"0,99"
3481,"83 15/01/2020 F F8320025 PULLINO OFB BAUDUEN OUI 13/09/2020 Canis familiaris XY CH-S70-11 0,84",83,15/01/2020,F,F8320025,PULLINO,OFB,BAUDUEN,OUI,13/09/2020,Canis familiaris,XY,CH,-S70-11,"0,84"
3482,"83 15/01/2020 F F8320024 PULLINO OFB BAUDUEN OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,07",83,15/01/2020,F,F8320024,PULLINO,OFB,BAUDUEN,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,"0,07"
3483,83 18/01/2020 F F8320009 BIRCHER Particulier EVENOS NON,83,18/01/2020,F,F8320009,BIRCHER,Particulier,EVENOS,NON,,,,,,
3484,83 18/01/2020 F F8320010 BIRCHER Particulier EVENOS NON,83,18/01/2020,F,F8320010,BIRCHER,Particulier,EVENOS,NON,,,,,,
3485,"83 27/01/2020 F F8320031 PULLINO OFB SEILLANS OUI 13/09/2020 Canis lupus Italo-alpine XX NA 0,21",83,27/01/2020,F,F8320031,PULLINO,OFB,SEILLANS,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,NA,"0,21"
3486,"83 27/01/2020 F F8320030 PULLINO OFB MONTFERRAT OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,26",83,27/01/2020,F,F8320030,PULLINO,OFB,MONTFERRAT,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,"0,26"
3487,"83 27/01/2020 F F8320033 PULLINO OFB SEILLANS OUI 13/09/2020 Canis familiaris NI NA 0,32",83,27/01/2020,F,F8320033,PULLINO,OFB,SEILLANS,OUI,13/09/2020,Canis familiaris,NI,NA,0,"0,32"
3488,"83 27/01/2020 D D8320001 PULLINO OFB LE REVEST LES EAUX OUI 17/02/2020 Canis lupus Italo-alpine XX S66-37 1,00",83,27/01/2020,D,D8320001,PULLINO,OFB,LE REVEST LES EAUX,OUI,17/02/2020,Canis lupus,Italo-alpine,XX,S66-37,1
3489,"83 27/01/2020 D D8320002 PULLINO OFB LE REVEST LES EAUX OUI 17/02/2020 Canis lupus Italo-alpine NI NA 0,28",83,27/01/2020,D,D8320002,PULLINO,OFB,LE REVEST LES EAUX,OUI,17/02/2020,Canis lupus,Italo-alpine,NI,NA,"0,28"
3490,"83 27/01/2020 F F8320032 PULLINO OFB SEILLANS OUI 13/09/2020 Canis familiaris NA NI NA 0,00",83,27/01/2020,F,F8320032,PULLINO,OFB,SEILLANS,OUI,13/09/2020,Canis familiaris,NA,NI,NA,0
3491,"83 29/01/2020 F F8320011 ROA ONF CHATEAUVERT OUI 13/09/2020 Canis lupus Italo-alpine XX S70-103 0,98",83,29/01/2020,F,F8320011,ROA,ONF,CHATEAUVERT,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,S70-103,"0,98"
3492,"83 30/01/2020 F F8320035 PULLINO OFB SEILLANS OUI 13/09/2020 Canis lupus Italo-alpine XY S70-107 0,74",83,30/01/2020,F,F8320035,PULLINO,OFB,SEILLANS,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,S70-107,"0,74"
3493,"83 30/01/2020 F F8320034 PULLINO OFB SEILLANS OUI 13/09/2020 Canis lupus Italo-alpine XY NA 0,30",83,30/01/2020,F,F8320034,PULLINO,OFB,SEILLANS,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,NA,"0,3"
3494,83 02/02/2020 F F8320036 PULLINO OFB AIGUINES OUI 13/09/2020 Impossible NA,83,02/02/2020,F,F8320036,PULLINO,OFB,AIGUINES,OUI,13/09/2020,Impossible NA,,,,
3495,"83 02/02/2020 F F8320037 PULLINO OFB AIGUINES OUI 13/09/2020 Canis lupus Italo-alpine XX S57-57 0,82",83,02/02/2020,F,F8320037,PULLINO,OFB,AIGUINES,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,S57-57,"0,82"
3496,83 12/02/2020 D D8320003 PULLINO OFB LA MOLE OUI 08/02/2021 Canis lupus Italo-alpine,83,12/02/2020,D,D8320003,PULLINO,OFB,LA MOLE,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
3497,83 13/02/2020 F F8320006 ROA ONF PONTEVES NON a VSARIE,83,13/02/2020,F,F8320006,ROA,ONF,PONTEVES,NON,,a VSARIE,,,,
3498,"83 13/02/2020 F F8320008 ROA ONF COTIGNAC OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,17",83,13/02/2020,F,F8320008,ROA,ONF,COTIGNAC,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,"0,17"
3499,"83 13/02/2020 F F8320007 ROA ONF PONTEVES OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,30",83,13/02/2020,F,F8320007,ROA,ONF,PONTEVES,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,"0,3"
3500,83 15/02/2020 F F8320064 ORSINI MNHN CORRENS OUI 08/02/2021 Canis lupus Italo-alpine,83,15/02/2020,F,F8320064,ORSINI,MNHN,CORRENS,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
3501,83 15/02/2020 F F8320063 ORSINI MNHN CORRENS OUI 08/02/2021 Canis lupus Italo-alpine,83,15/02/2020,F,F8320063,ORSINI,MNHN,CORRENS,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
3502,83 15/02/2020 F F8320062 ORSINI MNHN CORRENS OUI 08/02/2021 Canis lupus Italo-alpine,83,15/02/2020,F,F8320062,ORSINI,MNHN,CORRENS,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
3503,83 17/02/2020 F F8320014 KRAMMER PNM LE REVEST LES EAUX OUI 08/02/2021 Canis lupus Italo-alpine,83,17/02/2020,F,F8320014,KRAMMER,PNM,LE REVEST LES EAUX,OUI,08/02/2021,Canis lupus,Italo-alpine,,,
3504,"83 18/02/2020 F F8320013 ROA ONF PONTEVES OUI 13/09/2020 Canis lupus Italo-alpine NI NA 0,24",83,18/02/2020,F,F8320013,ROA,ONF,PONTEVES,OUI,13/09/2020,Canis lupus,Italo-alpine,NI,NA,"0,24"
3505,"83 18/02/2020 F F8320012 ROA ONF PONTEVES OUI 13/09/2020 Canis lupus Italo-alpine XX S69-10 0,91",83,18/02/2020,F,F8320012,ROA,ONF,PONTEVES,OUI,13/09/2020,Canis lupus,Italo-alpine,XX,S69-10,"0,91"
3506,83 19/02/2020 D D8320004 PULLINO OFB CHATEAUVIEUX NON a VSARLE NA,83,19/02/2020,D,D8320004,PULLINO,OFB,CHATEAUVIEUX,NON,,a VSARLE,NA,,,
3507,83 20/02/2020 F F8320019 PHILIBERT FDC COGOLIN OUI 13/09/2020 Impossible NA,83,20/02/2020,F,F8320019,PHILIBERT,FDC,COGOLIN,OUI,13/09/2020,Impossible NA,,,,
3508,83 25/02/2020 F F8320016 BRASLERET OFB BAGNOLS EN FORET OUI 26/10/2020 NA NA,83,25/02/2020,F,F8320016,BRASLERET,OFB,BAGNOLS EN FORET,OUI,26/10/2020,NA NA,,,,
3509,83 25/02/2020 F F8320015 CALI OFB TOURRETTES OUI 26/10/2020 NA NA,83,25/02/2020,F,F8320015,CALI,OFB,TOURRETTES,OUI,26/10/2020,NA NA,,,,
3510,83 25/02/2020 F F8320130 ROA ONF PONTEVES NON,83,25/02/2020,F,F8320130,ROA,ONF,PONTEVES,NON,,,,,,
3511,83 25/02/2020 F F8320129 ROA ONF PONTEVES NON,83,25/02/2020,F,F8320129,ROA,ONF,PONTEVES,NON,,,,,,
3512,"83 26/02/2020 F F8320017 CALI OFB SEILLANS OUI 13/09/2020 Canis lupus Italo-alpine XY S70-104 0,99",83,26/02/2020,F,F8320017,CALI,OFB,SEILLANS,OUI,13/09/2020,Canis lupus,Italo-alpine,XY,S70-104,"0,99"
3513,"83 27/02/2020 F F8320018 AUBERT OFB MONS OUI 26/10/2020 Canis lupus Italo-alpine XY S71-065 1,00",83,27/02/2020,F,F8320018,AUBERT,OFB,MONS,OUI,26/10/2020,Canis lupus,Italo-alpine,XY,S71-065,1
3514,83 06/03/2020 F F8320077 ORSINI MNHN COLLOBRIERES OUI 08/04/2021,83,06/03/2020,F,F8320077,ORSINI,MNHN,COLLOBRIERES,OUI,08/04/2021,,,,,
3515,83 06/03/2020 F F8320076 ORSINI MNHN COLLOBRIERES OUI 08/04/2021,83,06/03/2020,F,F8320076,ORSINI,MNHN,COLLOBRIERES,OUI,08/04/2021,,,,,
3516,83 06/03/2020 F F8320075 ORSINI MNHN COLLOBRIERES OUI 08/04/2021,83,06/03/2020,F,F8320075,ORSINI,MNHN,COLLOBRIERES,OUI,08/04/2021,,,,,
3517,83 06/03/2020 F F8320074 ORSINI MNHN COLLOBRIERES OUI 08/04/2021,83,06/03/2020,F,F8320074,ORSINI,MNHN,COLLOBRIERES,OUI,08/04/2021,,,,,
3518,"84 11/01/2018 F F8418001 MORIS OFB LAGARDE-D'APT OUI 09/11/2018 Canis lupus Italo-alpine XX S57-24 0,99",84,11/01/2018,F,F8418001,MORIS,OFB,LAGARDE-D'APT,OUI,09/11/2018,Canis lupus,Italo-alpine,XX,S57-24,"0,99"
3519,84 11/01/2018 F F8418002 MORIS OFB LAGARDE-D'APT OUI 17/06/2019 Impossible NA,84,11/01/2018,F,F8418002,MORIS,OFB,LAGARDE-D'APT,OUI,17/06/2019,Impossible NA,,,,
3520,"84 18/01/2018 F F8418003 BERGER OFB LAGARDE-D'APT OUI 09/11/2018 Canis lupus Italo-alpine XX S57-24 0,94",84,18/01/2018,F,F8418003,BERGER,OFB,LAGARDE-D'APT,OUI,09/11/2018,Canis lupus,Italo-alpine,XX,S57-24,"0,94"
3521,84 20/01/2018 F F8418004 BERGER OFB LAGARDE-D'APT OUI 17/06/2019 Impossible NA,84,20/01/2018,F,F8418004,BERGER,OFB,LAGARDE-D'APT,OUI,17/06/2019,Impossible NA,,,,
3522,84 20/01/2018 F F8418011 BERGER OFB SAINT-SATURNIN-LES-APT OUI 09/11/2018 Impossible NA,84,20/01/2018,F,F8418011,BERGER,OFB,SAINT-SATURNIN-LES-APT,OUI,09/11/2018,Impossible NA,,,,
3523,"84 23/01/2018 F F8418040 SANZ OFB BEDOIN OUI 11/02/2019 Canis lupus NA XX S58-04 0,93",84,23/01/2018,F,F8418040,SANZ,OFB,BEDOIN,OUI,11/02/2019,Canis lupus,NA,XX,S58-04,"0,93"
3524,84 01/02/2018 F F8418041 SANZ OFB LAGARDE-D'APT NON,84,01/02/2018,F,F8418041,SANZ,OFB,LAGARDE-D'APT,NON,,,,,,
3525,"84 03/02/2018 F F8418013 BERGER OFB SAULT OUI 17/06/2019 Canis lupus Italo-alpine XX NA 0,39",84,03/02/2018,F,F8418013,BERGER,OFB,SAULT,OUI,17/06/2019,Canis lupus,Italo-alpine,XX,NA,"0,39"
3526,"84 03/02/2018 F F8418012 MORIS OFB AUREL OUI 17/06/2019 Canis lupus Italo-alpine XX S58-04 0,86",84,03/02/2018,F,F8418012,MORIS,OFB,AUREL,OUI,17/06/2019,Canis lupus,Italo-alpine,XX,S58-04,"0,86"
3527,"84 22/02/2018 F F8418006 BLANC OFB AUREL OUI 11/02/2019 Canis lupus Italo-alpine XY NA 0,24",84,22/02/2018,F,F8418006,BLANC,OFB,AUREL,OUI,11/02/2019,Canis lupus,Italo-alpine,XY,NA,"0,24"
3528,"84 25/03/2018 F F8418045 SANZ OFB AUREL OUI 11/02/2019 Canis lupus Italo-alpine XX S58-72 0,52",84,25/03/2018,F,F8418045,SANZ,OFB,AUREL,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-72,"0,52"
3529,"84 25/03/2018 F F8418046 SANZ OFB AUREL OUI 11/02/2019 Canis lupus Italo-alpine XY S35-11 0,93",84,25/03/2018,F,F8418046,SANZ,OFB,AUREL,OUI,11/02/2019,Canis lupus,Italo-alpine,XY,S35-11,"0,93"
3530,"84 25/03/2018 F F8418043 SANZ OFB AUREL OUI 11/02/2019 Canis lupus Italo-alpine XX S58-04 0,94",84,25/03/2018,F,F8418043,SANZ,OFB,AUREL,OUI,11/02/2019,Canis lupus,Italo-alpine,XX,S58-04,"0,94"
3531,"84 25/03/2018 F F8418042 SANZ OFB AUREL OUI 11/02/2019 Canis lupus Italo-alpine XY S35-11 0,96",84,25/03/2018,F,F8418042,SANZ,OFB,AUREL,OUI,11/02/2019,Canis lupus,Italo-alpine,XY,S35-11,"0,96"
